"airportName","country","IATACode","fullName","latitude","longitude","units","source"
"Maringa [MGF]","Brazil","MGF","Maringa","-23.44","-51.91","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Margate [MGH]","South Africa","MGH","Margate","-30.86","30.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Moenchengladbach [MGL]","Germany","MGL","Monchengladbach","51.23","6.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Magangue [MGN]","Colombia","MGN","Baracoa","9.28","-74.84","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mogadishu [MGQ]","Somalia","MGQ","Mogadishu","2.01","45.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Myeik [MGZ]","Myanmar (Burma)","MGZ","Myeik","12.44","98.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mannheim [MHG]","Germany","MHG","Mannheim City","49.47","8.51","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Marsh Harbor [MHH]","Bahamas","MHH","Marsh Harbour","26.51","-77.08","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Minsk [MHP]","Belarus","MHP","Minsk 1","53.86","27.54","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mariehamn [MHQ]","Finland","MHQ","Mariehamn","60.12","19.9","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sacramento [MHR]","United States","MHR","Sacramento Mather","38.55","-121.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Concord [MHT]","United States","MHT","Manchester-Boston Regional Airport","42.93","-71.44","degrees N and E","amee/defra 2008"
"Mildenhall [MHZ]","United Kingdom","MHZ","Mildenhall","52.36","0.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Miami [MIA]","United States","MIA","Miami International","25.79","-80.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Minot [MIB]","United States","MIB","Minot Air Force Base","48.42","-101.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Merida [MID]","Mexico","MID","Licenciado Manuel Crecencio Rejon International","20.94","-89.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mikkeli [MIK]","Finland","MIK","Mikkeli","61.69","27.2","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Monastir [MIR]","Tunisia","MIR","Habib Bourguiba International","35.76","10.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maiduguri [MIU]","Nigeria","MIU","Maiduguri","11.86","13.08","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Millville [MIV]","United States","MIV","Millville Municipal","39.37","-75.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Man [MJC]","Ivory Coast","MJC","Man","7.27","-7.59","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Moenjodaro [MJD]","Pakistan","MJD","Moenjodaro","27.34","68.14","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mosjoen [MJF]","Norway","MJF","Kjaerstad","65.78","13.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mbuji-Mayi [MJM]","Zaire","MJM","Mbuji Mayi","-6.12","23.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mahajanga [MJN]","Madagascar","MJN","Mahajanga Philibert Tsiranana","-15.67","46.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mytilini [MJT]","Greece","MJT","Mitilini","39.06","26.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Murcia [MJV]","Spain","MJV","Murcia San Javier","37.77","-0.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Milwaukee [MKE]","United States","MKE","General Mitchell International","42.95","-87.9","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Makoua [MKJ]","Congo","MKJ","Makoua","-0.02","15.58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Molokai [MKK]","United States","MKK","Molokai","21.15","-157.1","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Jackson [MKL]","United States","MKL","Mc Kellar Sipes Regional","35.6","-88.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Muskogee [MKO]","United States","MKO","Davis Field","35.66","-95.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Makemo [MKP]","French Polynesia","MKP","Makemo","-16.58","-143.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Merauke [MKQ]","Indonesia","MKQ","Mopah","-8.52","140.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Makokou [MKU]","Gabon","MKU","Makokou","0.58","12.89","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Manokwari [MKW]","Indonesia","MKW","Rendani","-0.88","134.05","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mackay [MKY]","Australia","MKY","Mackay","-21.17","149.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Malacca [MKZ]","Malaysia","MKZ","Malacca","2.26","102.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Malta [MLA]","Malta","MLA","Luqa","35.86","14.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Melbourne [MLB]","United States","MLB","Melbourne International","28.1","-80.65","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mcalester [MLC]","United States","MLC","Mc Alester Regional","34.88","-95.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Male [MLE]","Maldives","MLE","Male International","4.19","73.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Malang [MLG]","Indonesia","MLG","Abdul Rachman Saleh","-7.93","112.71","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mulhouse [MLH]","France","MLH","Bale Mulhouse","47.59","7.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Morelia [MLM]","Mexico","MLM","General Francisco J Mujica","19.85","-101.03","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Melilla [MLN]","Spanish North Africa","MLN","Melilla","35.28","-2.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Millinocket [MLT]","United States","MLT","Millinocket Municipal","45.65","-68.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Monroe [MLU]","United States","MLU","Monroe Regional","32.51","-92.04","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Monrovia [MLW]","Liberia","MLW","Monrovia Spriggs Payne","6.29","-10.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Malatya [MLX]","Turkey","MLX","Erhac","38.44","38.09","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Melo [MLZ]","Uruguay","MLZ","Cerro Largo","-32.34","-54.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Memanbetsu [MMB]","Japan","MMB","Memanbetsu","43.88","144.16","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ciudad Mante [MMC]","Mexico","MMC","Ciudad Mante","22.74","-99.02","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Minami Daito [MMD]","Japan","MMD","Minami Daito","25.85","131.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Teesside [MME]","United Kingdom","MME","Teesside","54.51","-1.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Matsumoto [MMJ]","Japan","MMJ","Matsumoto","36.17","137.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Murmansk [MMK]","Russia","MMK","Murmansk","68.78","32.75","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maio [MMO]","Cape Verde Islands","MMO","Maio","15.16","-23.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mackminnville [MMV]","United States","MMV","Mc Minnville Municipal","45.19","-123.14","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Malmoe [MMX]","Sweden","MMX","Sturup","55.53","13.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Miyako [MMY]","Japan","MMY","Miyako","24.78","125.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maimama [MMZ]","Afghanistan","MMZ","Maimana","35.93","64.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Muanda [MNB]","Zaire","MNB","Muanda","-5.93","12.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Nacala [MNC]","Mozambique","MNC","Nacala","-14.49","40.71","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Plymouth [MNI]","Montserrat","MNI","Santee Cooper Regional","33.59","-80.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mananjary [MNJ]","Madagascar","MNJ","Mananjary","-21.2","48.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Manila [MNL]","Philippines","MNL","Ninoy Aquino International","14.51","121.02","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Macon [MNM]","United States","MNM","Menominee Marinette Twin County","45.13","-87.64","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Moa [MOA]","Cuba","MOA","Orestes Acosta","20.65","-74.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mobile [MOB]","United States","MOB","Mobile Regional","30.69","-88.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Montes Claros [MOC]","Brazil","MOC","Montes Claros","-16.71","-43.82","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Modesto [MOD]","United States","MOD","Modesto City County Harry Sham","37.63","-120.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maumere [MOF]","Indonesia","MOF","Wai Oti","-8.64","122.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mong Hsat [MOG]","Myanmar (Burma)","MOG","Monghsat","20.52","99.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mohanbari [MOH]","India","MOH","Dibrugarh","27.48","95.02","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Molde [MOL]","Norway","MOL","Aro","62.75","7.27","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Glentanner [MON]","New Zealand","MON","Glentanner","-43.91","170.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Morondava [MOQ]","Madagascar","MOQ","Morondava","-20.28","44.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Minot [MOT]","United States","MOT","Minot International","48.26","-101.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Moorea [MOZ]","French Polynesia","MOZ","Temae","-17.49","-149.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Montpellier [MPL]","France","MPL","Mediterranee","43.58","3.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maputo [MPM]","Mozambique","MPM","Maputo","-25.92","32.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mount Pleasant [MPN]","Falkland Islands","MPN","Mount Pleasant","-51.82","-58.45","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Montpelier [MPV]","United States","MPV","Edward F Knapp State","44.2","-72.56","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Magnetiogorsk [MQF]","Russia","MQF","Magnitogorsk","53.39","58.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Moundou [MQQ]","Chad","MQQ","Moundou","8.62","16.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mustique [MQS]","Saint Vincent and the Grenadines","MQS","Mustique","12.89","-61.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Marquette [MQT]","United States","MQT","Sawyer International","46.53","-87.56","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Makale [MQX]","Ethiopia","MQX","Mekele","13.47","39.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Merida [MRD]","Venezuela","MRD","Alberto Carnevalli","8.58","-71.16","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Anchorage [MRI]","United States","MRI","Merrill Field","61.21","-149.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Masterton [MRO]","New Zealand","MRO","Masterton","-40.97","175.63","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Marseille [MRS]","France","MRS","Provence","43.44","5.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Plaisance/Port Louis [MRU]","Mauritius","MRU","Sir Seewoosagur Ramgoolam International","-20.43","57.68","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mineralnye Vody [MRV]","Russia","MRV","Mineralnyye Vody","44.23","43.08","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Bandar Mahshahr [MRX]","Iran","MRX","Mahshahr","30.56","49.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Manston [MSE]","United Kingdom","MSE","Manston","51.34","1.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Masirah [MSH]","Oman","MSH","Masirah","20.68","58.89","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Misawa [MSJ]","Japan","MSJ","Misawa Ab","40.7","141.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Madison [MSN]","United States","MSN","Dane County Regional Truax Field","43.14","-89.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Minneapolis/Saint Paul [MSP]","United States","MSP","Minneapolis St Paul International","44.88","-93.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Minsk 2 [MSQ]","Belarus","MSQ","Minsk 2","53.88","28.03","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Massena [MSS]","United States","MSS","Massena International Richards Field","44.94","-74.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maastricht [MST]","Netherlands","MST","Maastricht","50.91","5.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maseru [MSU]","Lesotho","MSU","Moshoeshoe I International","-29.46","27.55","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"New Orleans [MSY]","United States","MSY","Louis Armstrong New Orleans International","29.99","-90.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mount Clemens [MTC]","United States","MTC","Selfridge Angb","42.61","-82.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Monteria [MTR]","Colombia","MTR","Los Garzones","8.82","-75.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Manzini [MTS]","Swaziland","MTS","Matsapha","-26.53","31.31","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Minatitlan [MTT]","Mexico","MTT","Minatitlan","18.1","-94.58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Monterrey [MTY]","Mexico","MTY","General Mariano Escobedo International","25.78","-100.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maun [MUB]","Botswana","MUB","Maun","-19.97","23.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Munich [MUC]","Germany","MUC","Munich","48.35","11.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kamuela [MUE]","United States","MUE","Waimea Kohala","20","-155.67","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mersa-Matruh [MUH]","Egypt","MUH","Mersa Matruh","31.33","27.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Muir [MUI]","United States","MUI","Muir Army Air Field","40.43","-76.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maturin [MUN]","Venezuela","MUN","Maturin","9.75","-63.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mountain Home [MUO]","United States","MUO","Mountain Home Air Force Base","43.04","-115.87","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Marudi [MUR]","Malaysia","MUR","Marudi","4.18","114.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ghriss [MUW]","Algeria","MUW","Ghriss","35.21","0.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Multan [MUX]","Pakistan","MUX","Multan International","30.2","71.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Franceville [MVB]","Gabon","MVB","Franceville Mvengue","-1.66","13.44","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Montevideo [MVD]","Uruguay","MVD","Angel S Adami/Carrasco International","-34.79","-56.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mitu [MVP]","Colombia","MVP","Fabio Alberto Leon Bentley","1.25","-70.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Maroua [MVR]","Cameroon","MVR","Maroua Salak","10.45","14.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mataiva [MVT]","French Polynesia","MVT","Mataiva","-14.87","-148.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Masvingo [MVZ]","Zimbabwe","MVZ","Masvingo","-20.06","30.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Grant County Airport [MWH]","United States","MWH","Grant County International","47.21","-119.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mineral Wells [MWL]","United States","MWL","Mineral Wells","32.78","-98.06","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mwanza [MWZ]","Tanzania","MWZ","Mwanza","-2.44","32.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
